ExpiryModel,SetupId,Direction,SourceTF,RefExit,SweepExit,RefR,SweepR,DeltaR_SweepMinusRef,RefRiskDistance,SweepRiskDistance,RefHoldBars,SweepHoldBars,SweepSavesReferenceSL,SweepMakesTPUnreachable,ReferenceWinsTinyR
BARS_AFTER_ACTIVATION:5760,1722cf28ffad7cfffaf34261,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,179.9,275.3,4,47,False,False,False
BARS_AFTER_ACTIVATION:5760,17a17385132444bbc69ba80e,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,5.2,9.9,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,1aa6954e4d80fdcf5dbd92dd,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,36.9,192.6,1,10,False,False,False
BARS_AFTER_ACTIVATION:5760,1d5e5fbdffb037281048586e,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,5.4,26.9,0,10,False,False,False
BARS_AFTER_ACTIVATION:5760,1d5f009a1e37040a7f513c36,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,66.0,99.8,3,4,False,False,False
BARS_AFTER_ACTIVATION:5760,1e10913332d67fbba33b1436,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,41.4,67.4,1,7,False,False,False
BARS_AFTER_ACTIVATION:5760,1e4b8e982b8ddc0b0c2f4b7b,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,25.6,113.7,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,209e524b66549a1332a160eb,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,9.9,61.1,1,8,False,False,False
BARS_AFTER_ACTIVATION:5760,20bbebe07f85f5df26d3a600,LONG,H4,STOP,STOP,-1.0,-1.0,-0.0,87.5,99.8,4,5,False,False,False
BARS_AFTER_ACTIVATION:5760,21a8adbf93b39efb8ee30726,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,73.0,104.2,1,2,False,False,False
BARS_AFTER_ACTIVATION:5760,234298795659ab85cbb63bb7,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,9.6,42.0,2,1,False,False,False
BARS_AFTER_ACTIVATION:5760,23f1e854006d3805e02248c1,LONG,H1,TARGET,TARGET,1.5,1.5,-0.0,20.8,50.9,1,3,False,False,False
BARS_AFTER_ACTIVATION:5760,24821ea89eb16e5962052714,SHORT,H4,TARGET,TARGET,1.5,1.5,-0.0,179.2,209.2,51,208,False,False,False
BARS_AFTER_ACTIVATION:5760,29b1ca502ec72d82d0b31169,LONG,H1,TARGET,STOP,1.5,-1.0,-2.5,22.0,246.5,0,37,False,True,True
BARS_AFTER_ACTIVATION:5760,2b972c2d5c1154445cef48ed,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,13.4,51.2,2,0,False,False,False
BARS_AFTER_ACTIVATION:5760,3006cd3533f5bb2880b10b4d,LONG,H4,STOP,TARGET,-1.0,1.5,2.5,29.2,143.7,1,124,True,False,False
BARS_AFTER_ACTIVATION:5760,31eefac02f54e4831352747a,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,14.2,120.7,0,7,False,False,False
BARS_AFTER_ACTIVATION:5760,340c25db5319b8e0458f1ec1,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,28.3,134.5,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,3711c617488c92d9828c70cf,SHORT,H4,STOP,TARGET,-1.0,1.5,2.5,25.7,254.3,0,26,True,False,False
BARS_AFTER_ACTIVATION:5760,39fadce143d44d7ddbaf9ac7,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,79.4,129.7,2,4,False,False,False
BARS_AFTER_ACTIVATION:5760,3b2d5b57782523fddd044552,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,194.3,348.2,53,119,False,False,False
BARS_AFTER_ACTIVATION:5760,405013a764fde5de604ad58a,SHORT,H4,STOP,STOP,-1.0,-1.0,-0.0,23.1,256.4,0,22,False,False,False
BARS_AFTER_ACTIVATION:5760,41b0c0d1c811e60feabed7db,SHORT,H4,STOP,TARGET,-1.0,1.5,2.5,26.9,231.4,0,646,True,False,False
BARS_AFTER_ACTIVATION:5760,43baecf8a5314eb1d7195261,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,26.4,45.9,4,4,False,False,False
BARS_AFTER_ACTIVATION:5760,43df7dd8ec43ac35915d0856,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,29.5,46.7,2,2,False,False,False
BARS_AFTER_ACTIVATION:5760,44ea31beeb5dd694163eae90,LONG,H1,TARGET,STOP,1.5,-1.0,-2.5,26.8,381.0,0,10,False,True,True
BARS_AFTER_ACTIVATION:5760,48bf5d808dc43deba826afcf,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,222.7,245.6,91,91,False,False,False
BARS_AFTER_ACTIVATION:5760,4988f84f62d2335a2b42538f,SHORT,H1,STOP,TARGET,-1.0,1.5,2.5,0.7,42.6,2,0,True,False,False
BARS_AFTER_ACTIVATION:5760,4a4a99cd318717852e39bf35,SHORT,H4,TARGET,STOP,1.5,-1.0,-2.5,278.0,405.7,28,303,False,True,True
BARS_AFTER_ACTIVATION:5760,4de20c1a78c94ab868cfc6ee,LONG,H1,STOP,TARGET,-1.0,1.5,2.5,60.4,128.1,1,57,True,False,False
BARS_AFTER_ACTIVATION:5760,4eae3687386229222f644d1c,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,60.7,64.7,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,513de79500f119ebdc89e724,SHORT,H4,TARGET,STOP,1.5,-1.0,-2.5,39.6,165.2,5,52,False,True,True
BARS_AFTER_ACTIVATION:5760,529e011ce85b08c22a5543ef,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,138.4,165.5,13,39,False,False,False
BARS_AFTER_ACTIVATION:5760,53ce81ab3558fd452e180d5e,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,21.9,215.0,0,8,False,False,False
BARS_AFTER_ACTIVATION:5760,5aa6ca780f474006f1ad7e92,LONG,H4,TARGET,TARGET,1.5,1.5,-0.0,20.8,50.9,1,3,False,False,False
BARS_AFTER_ACTIVATION:5760,5b5778d8476b895e6de94ff8,SHORT,H4,STOP,STOP,-1.0,-1.0,0.0,59.9,225.9,0,2,False,False,False
BARS_AFTER_ACTIVATION:5760,5bc1073be42766be08fbc2fa,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,5.2,82.4,0,6,False,False,False
BARS_AFTER_ACTIVATION:5760,5c61c916ce4a9c42bd0cbf30,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,16.7,57.7,0,2,False,False,False
BARS_AFTER_ACTIVATION:5760,5e06d5af8f122b1681703a39,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,106.6,166.1,0,2,False,False,False
BARS_AFTER_ACTIVATION:5760,5f2ad97cd2153b5366d43956,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,36.7,156.7,1,22,False,True,True
BARS_AFTER_ACTIVATION:5760,5ff293bd267a4026fe4d55d7,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,37.7,39.2,3,3,False,False,False
BARS_AFTER_ACTIVATION:5760,60d4bed2703ae84f984db702,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,13.1,32.5,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,61785825c076c85d3d731b91,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,25.5,90.5,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,688bda85d7f34007f4667706,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,6.1,30.6,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,6a8bf19c00c0f910ef988ca9,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,23.7,217.9,2,26,False,True,True
BARS_AFTER_ACTIVATION:5760,6c08d4fc85384e3909e2f652,SHORT,H1,TARGET,TARGET,1.5,1.5,-0.0,41.8,110.2,1,7,False,False,False
BARS_AFTER_ACTIVATION:5760,6d0e09c4a42a93ab19e9b46f,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,27.7,40.4,0,5,False,True,True
BARS_AFTER_ACTIVATION:5760,6ded84a264bd234ef565b710,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,76.2,187.7,2,30,False,False,False
BARS_AFTER_ACTIVATION:5760,6e61c08bda2a0cf64c034380,SHORT,H1,STOP,STOP,-1.0,-1.0,-0.0,77.0,213.8,2,19,False,False,False
BARS_AFTER_ACTIVATION:5760,6ec162d93d344ce6d10217b3,SHORT,H1,TARGET,TARGET,1.5,1.5,-0.0,102.2,173.1,0,11,False,False,False
BARS_AFTER_ACTIVATION:5760,715ba4f3eaf520fc8a7b6be7,LONG,H1,TARGET,STOP,1.5,-1.0,-2.5,8.9,88.0,0,9,False,True,True
BARS_AFTER_ACTIVATION:5760,73b6c5cf922064c9b828e263,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,11.8,77.1,1,7,False,False,False
BARS_AFTER_ACTIVATION:5760,73b794414f1deb66167c69b0,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,285.4,425.4,2,4,False,False,False
BARS_AFTER_ACTIVATION:5760,747855283015820c70664969,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,4.9,472.9,2,230,False,False,False
BARS_AFTER_ACTIVATION:5760,74df23a499a4f19b3edcc8c0,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,46.7,48.5,17,17,False,False,False
BARS_AFTER_ACTIVATION:5760,752a04162f5f952bae4ebb52,LONG,H4,TARGET,STOP,1.5,-1.0,-2.5,95.3,381.0,0,10,False,True,True
BARS_AFTER_ACTIVATION:5760,771759cca1539ee71e999cb7,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,207.7,314.4,38,44,False,False,False
BARS_AFTER_ACTIVATION:5760,78a602a40a9f851489d94748,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,35.7,46.2,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,79bebe162069b3501817e290,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,31.5,36.5,1,1,False,False,False
BARS_AFTER_ACTIVATION:5760,7b888d3386fe39dad14954b7,SHORT,H4,TARGET,STOP,1.5,-1.0,-2.5,33.4,219.5,1,7,False,True,True
BARS_AFTER_ACTIVATION:5760,7d7d5ff4a49433f6625e6d11,LONG,H4,STOP,STOP,-1.0,-1.0,0.0,6.3,82.0,2,6,False,False,False
BARS_AFTER_ACTIVATION:5760,7d856434da09bf9891af1b48,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,64.6,117.4,6,6,False,False,False
BARS_AFTER_ACTIVATION:5760,7e7b562d498c04837fb13959,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,31.9,36.1,5,5,False,False,False
BARS_AFTER_ACTIVATION:5760,7e9aea218f3084b2c0574d9d,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,12.5,367.6,0,101,False,True,True
BARS_AFTER_ACTIVATION:5760,7eb2f64f0f4dd2e6b4008c7a,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,19.5,32.8,0,2,False,True,True
BARS_AFTER_ACTIVATION:5760,80d531f5a1b3bc16655ba77b,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,4.3,141.3,1,46,False,False,False
BARS_AFTER_ACTIVATION:5760,823ad349f4ddb036797ded4e,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,101.9,296.2,5,127,False,False,False
BARS_AFTER_ACTIVATION:5760,84b4a773e173b42be1f3ea1f,LONG,H4,TARGET,TARGET,1.5,1.5,0.0,13.5,97.4,0,30,False,False,False
BARS_AFTER_ACTIVATION:5760,85bdb714d615b9c29891dc51,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,28.5,41.5,1,1,False,False,False
BARS_AFTER_ACTIVATION:5760,87d6f3887a24c84e0093740a,SHORT,H1,STOP,STOP,-1.0,-1.0,-0.0,51.7,223.1,0,37,False,False,False
BARS_AFTER_ACTIVATION:5760,89522034e456a3a1c21cacdc,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,96.3,246.7,4,30,False,False,False
BARS_AFTER_ACTIVATION:5760,898f378842a15c489d666e43,SHORT,H4,TARGET,TARGET,1.5,1.5,-0.0,89.3,183.0,11,16,False,False,False
BARS_AFTER_ACTIVATION:5760,8a7d95d769b2f7b579290782,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,40.3,58.8,4,4,False,False,False
BARS_AFTER_ACTIVATION:5760,8e85a4468a9719d03a0d0171,LONG,H1,STOP,TARGET,-1.0,1.5,2.5,1.4,69.4,0,4,True,False,False
BARS_AFTER_ACTIVATION:5760,9002a65aedaa23d6742567d2,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,0.8,64.8,1,1,False,False,False
BARS_AFTER_ACTIVATION:5760,938d42fcd70403ea85ab5f50,SHORT,H1,STOP,TARGET,-1.0,1.5,2.5,56.8,175.0,10,15,True,False,False
BARS_AFTER_ACTIVATION:5760,98bea120ef4adbb2d278f545,SHORT,H1,TARGET,TARGET,1.5,1.5,-0.0,70.2,255.8,3,20,False,False,False
BARS_AFTER_ACTIVATION:5760,9c6b9223803a95ea039e6862,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,63.6,192.0,0,5,False,True,True
BARS_AFTER_ACTIVATION:5760,9ec69c6605ca85675e0e6e06,LONG,H4,TARGET,STOP,1.5,-1.0,-2.5,14.3,58.8,0,1,False,True,True
BARS_AFTER_ACTIVATION:5760,a144411e1f60a279a904c690,SHORT,H1,STOP,STOP,-1.0,-1.0,-0.0,64.6,90.3,7,12,False,False,False
BARS_AFTER_ACTIVATION:5760,a188812fcd0010e08812b39c,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,27.0,40.1,1,1,False,False,False
BARS_AFTER_ACTIVATION:5760,a4b5b44714ca7e13a0dfd875,LONG,H4,TARGET,TARGET,1.5,1.5,-0.0,9.1,225.9,0,27,False,False,False
BARS_AFTER_ACTIVATION:5760,a5309a6d54b66f59261b0e8c,LONG,H1,TARGET,TARGET,1.5,1.5,-0.0,24.1,33.8,0,5,False,False,False
BARS_AFTER_ACTIVATION:5760,a598ee489c6266b9663bdda4,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,31.4,86.1,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,a677c262f570695e493cd91f,LONG,H4,TARGET,TARGET,1.5,1.5,0.0,35.7,46.2,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,a694e9f566e0457ed8123d7c,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,9.1,19.0,0,2,False,False,False
BARS_AFTER_ACTIVATION:5760,a6dc7c32e568dabfccbb9e7b,SHORT,H1,TARGET,TARGET,1.5,1.5,-0.0,62.9,142.5,4,5,False,False,False
BARS_AFTER_ACTIVATION:5760,a7041ce1f10fd1f3af817637,LONG,H4,STOP,TARGET,-1.0,1.5,2.5,0.2,97.6,1,149,True,False,False
BARS_AFTER_ACTIVATION:5760,a8e1fa3c303b62aa7726cd86,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,47.2,124.0,9,28,False,True,True
BARS_AFTER_ACTIVATION:5760,a9380a59eae2b8756ef2ebaa,LONG,H1,TARGET,STOP,1.5,-1.0,-2.5,99.5,151.4,5,18,False,True,True
BARS_AFTER_ACTIVATION:5760,aa05eab67329244350a47266,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,72.9,182.1,1,22,False,False,False
BARS_AFTER_ACTIVATION:5760,ab515ec62a26b795637b1b95,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,26.2,75.3,0,2,False,True,True
BARS_AFTER_ACTIVATION:5760,aba0cf81aa6618695ae5771b,LONG,H1,TARGET,TARGET,1.5,1.5,-0.0,8.8,19.1,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,ac0976106dd13f30947fcfe9,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,72.2,146.6,1,18,False,False,False
BARS_AFTER_ACTIVATION:5760,ac0c3f06587fa95d3ca6e03a,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,65.1,120.0,3,6,False,False,False
BARS_AFTER_ACTIVATION:5760,adcf11d4dc0bae216ebcefbf,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,14.9,19.8,16,16,False,False,False
BARS_AFTER_ACTIVATION:5760,b57ffd69bb4bc51c6d340de9,SHORT,H1,TARGET,STOP,1.5,-1.0,-2.5,7.2,44.1,1,0,False,True,True
BARS_AFTER_ACTIVATION:5760,b6b582da51ced68d7e69bed0,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,26.3,106.1,0,50,False,False,False
BARS_AFTER_ACTIVATION:5760,b7b7e556f842d6953f79e796,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,11.7,15.0,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,b9c3c6077bfb6fb6a8b2021c,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,22.5,68.7,9,10,False,False,False
BARS_AFTER_ACTIVATION:5760,c0ee1adcb346eaf3c7e53024,LONG,H1,TARGET,STOP,1.5,-1.0,-2.5,20.6,99.8,0,5,False,True,True
BARS_AFTER_ACTIVATION:5760,c1c545731c524bd7f23c49fb,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,82.0,148.3,0,7,False,False,False
BARS_AFTER_ACTIVATION:5760,c3eed66a7fa6c67beef867a1,LONG,H4,TARGET,TARGET,1.5,1.5,0.0,19.8,139.6,0,10,False,False,False
BARS_AFTER_ACTIVATION:5760,c47506b520c5969be32172e3,SHORT,H1,STOP,TARGET,-1.0,1.5,2.5,43.7,45.0,6,29,True,False,False
BARS_AFTER_ACTIVATION:5760,ca17143c19bbfd02c37a7bc5,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,30.1,37.9,4,13,False,False,False
BARS_AFTER_ACTIVATION:5760,cad8297b8e98b2bda7144015,LONG,H1,STOP,STOP,-1.0,-1.0,-0.0,3.1,92.8,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,cdd9e320ed5efa3409afe54a,SHORT,H1,STOP,STOP,-1.0,-1.0,-0.0,232.9,310.9,54,113,False,False,False
BARS_AFTER_ACTIVATION:5760,ce303f436ce0fea8f1104128,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,16.3,26.5,1,0,False,False,False
BARS_AFTER_ACTIVATION:5760,ce59a92a83d5dc5da249c770,LONG,H1,STOP,TARGET,-1.0,1.5,2.5,15.6,143.7,1,124,True,False,False
BARS_AFTER_ACTIVATION:5760,d036c88353396b99d977d442,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,14.4,42.6,0,1,False,False,False
BARS_AFTER_ACTIVATION:5760,d235dbdf1db7fde5aa3c23f6,LONG,H1,STOP,TARGET,-1.0,1.5,2.5,14.1,42.2,0,2,True,False,False
BARS_AFTER_ACTIVATION:5760,d242492dd6326c57a795e5d4,LONG,H1,STOP,TARGET,-1.0,1.5,2.5,51.4,103.1,1,26,True,False,False
BARS_AFTER_ACTIVATION:5760,d2f44849f48086dd3d5aa521,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,101.9,296.2,5,127,False,False,False
BARS_AFTER_ACTIVATION:5760,d5fea2542f9d844c08e7946d,LONG,H1,TARGET,TARGET,1.5,1.5,0.0,131.5,259.9,0,107,False,False,False
BARS_AFTER_ACTIVATION:5760,db5b6d371b68357ad98b0e95,SHORT,H4,STOP,STOP,-1.0,-1.0,-0.0,153.0,209.6,3,3,False,False,False
BARS_AFTER_ACTIVATION:5760,dcf0abfc7c987bdb44720ccd,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,324.7,416.7,1597,1600,False,False,False
BARS_AFTER_ACTIVATION:5760,de5e2b6929f9c778314f7108,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,38.1,48.4,2,3,False,False,False
BARS_AFTER_ACTIVATION:5760,e0535b2b1003477c2c4c76b8,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,11.6,15.6,1,1,False,False,False
BARS_AFTER_ACTIVATION:5760,e5379aee533aa6102ed030a3,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,76.2,132.3,1,25,False,False,False
BARS_AFTER_ACTIVATION:5760,e62eeaf0afabcce219185f8f,SHORT,H1,TARGET,TARGET,1.5,1.5,0.0,58.4,102.5,4,5,False,False,False
BARS_AFTER_ACTIVATION:5760,ee3a427c406780624a37e615,SHORT,H4,STOP,STOP,-1.0,-1.0,0.0,8.1,188.8,1,28,False,False,False
BARS_AFTER_ACTIVATION:5760,f015269d47c4d8b05862fd28,LONG,H4,STOP,STOP,-1.0,-1.0,0.0,47.5,87.1,0,0,False,False,False
BARS_AFTER_ACTIVATION:5760,f105f7ceb9afde2a065a6337,SHORT,H1,STOP,TARGET,-1.0,1.5,2.5,157.9,258.9,2,23,True,False,False
BARS_AFTER_ACTIVATION:5760,f44d0dac01c9060bbc4a56e2,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,20.1,53.8,3,6,False,False,False
BARS_AFTER_ACTIVATION:5760,f47b3e7705299fffae725c1a,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,3.5,53.0,1,0,False,False,False
BARS_AFTER_ACTIVATION:5760,f500d59a91ba2244e532d2e1,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,33.7,57.9,2,13,False,False,False
BARS_AFTER_ACTIVATION:5760,f5d1f1a385a289fbee74ac65,LONG,H1,STOP,TARGET,-1.0,1.5,2.5,66.5,228.5,3,106,True,False,False
BARS_AFTER_ACTIVATION:5760,f890e84d6e4c66b0e57341df,SHORT,H1,STOP,STOP,-1.0,-1.0,0.0,134.0,144.8,3,3,False,False,False
BARS_AFTER_ACTIVATION:5760,faabff822baa2bc8469718c6,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,17.4,145.4,1,3,False,False,False
BARS_AFTER_ACTIVATION:5760,fb0d7805a4162833c2b495fd,LONG,H1,STOP,STOP,-1.0,-1.0,0.0,7.6,30.6,1,55,False,False,False
BARS_AFTER_ACTIVATION:5760,fbac09144b83157ce6e05ade,SHORT,H4,STOP,STOP,-1.0,-1.0,-0.0,62.9,271.3,0,392,False,False,False
BARS_AFTER_ACTIVATION:5760,fe9fbd07fb8111aed2450434,SHORT,H4,TARGET,TARGET,1.5,1.5,0.0,104.8,148.1,8,8,False,False,False
